name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"14.6689,121.0277",2025-01-16T12:00:00,31,35.3,22.9,62.21,0,0,,0,0,34.9,3.9,30,1013,49.5,10,346,1.2,3,,Partially cloudy,partly-cloudy-day,"98429099999,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-16T13:00:00,31.4,34.7,21.5,55.64,0,0,,0,0,35.3,15.1,78,1012.1,35,12.1,481,1.7,5,,Partially cloudy,partly-cloudy-day,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-16T14:00:00,31.2,34.1,21.2,55.41,0,0,,0,0,32.4,11.1,61,1010.5,49.8,9.1,328,1.2,3,,Partially cloudy,partly-cloudy-day,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-16T15:00:00,30.5,33,20.9,56.5,0,0,,0,0,39.6,20.4,97,1011.1,80.7,12.1,255,0.9,3,,Partially cloudy,partly-cloudy-day,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-16T16:00:00,30.5,33,20.9,56.56,0,0,,0,0,38.9,15.5,65,1011.1,77.4,12.1,63,0.2,1,,Partially cloudy,partly-cloudy-day,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-16T17:00:00,30.1,31.6,19.3,52.4,0,0,,0,0,37.1,11,71,1011.1,57.7,9.1,31,0.1,0,,Partially cloudy,partly-cloudy-day,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-16T18:00:00,28.1,30.4,21.3,66.47,0,0,,0,0,32.4,15.2,77,1012.7,47.1,12.1,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-16T19:00:00,27.9,30.6,22,70.02,0,0,,0,0,30.2,11.2,128,1012.1,49.5,10,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-16T20:00:00,26.4,26.4,20.5,70,0,0,,0,0,30.2,4.1,74,1013.2,76.6,7.3,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-16T21:00:00,26.7,28.9,22.2,76.03,0,0,,0,0,29.2,8.6,181,1013.5,24.4,12.1,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-16T22:00:00,27.2,29.6,22.2,74.55,0,0,,0,0,28.1,10.2,89,1014.5,35,12.1,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-16T23:00:00,24.7,24.7,20.7,78.45,0,0,,0,0,27.7,0.4,113,1014,49.1,8.2,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-17T00:00:00,26.4,26.4,23.2,82.85,0,0,,0,0,29.2,9.6,323,1013.6,27.4,12.1,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-17T01:00:00,26.4,26.4,23.2,82.85,0,0,,0,0,29.9,9.6,320,1012.9,87.5,12.1,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-17T02:00:00,24.4,24.4,21,80.96,0,0,,0,0,30.2,3.8,319,1012.6,76.9,9.1,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-17T03:00:00,25.8,25.8,23.9,89.33,0,0,,0,0,25.9,11.8,236,1011.4,47.1,12.1,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-17T04:00:00,26,26,24.4,90.84,0,0,,0,0,25.9,7,357,1011.2,29.7,12.1,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-17T05:00:00,23.3,23.3,20.5,84.4,0,0,,0,0,26.3,0.5,260,1012.1,28.9,9.1,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-17T06:00:00,25.6,25.6,24,90.81,0,0,,0,0,27.4,11.6,256,1011.9,29.7,12.1,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-17T07:00:00,26.4,26.4,23.2,82.85,0,0,,0,0,28.8,12.2,256,1012.8,32.2,12.1,23,0.1,0,,Partially cloudy,partly-cloudy-day,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-17T08:00:00,25.9,25.9,21,74.24,0,0,,0,0,29.5,0.9,278,1013.8,38.1,8.2,51,0.2,1,,Partially cloudy,partly-cloudy-day,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-17T09:00:00,27,29.2,22.2,75.11,0,0,,0,0,31,14.2,287,1014.5,32.2,12.1,287,1,3,,Partially cloudy,partly-cloudy-day,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-17T10:00:00,28.5,32.1,23,71.96,0,0,,0,0,42.5,17.6,307,1014.7,49.5,12.1,510,1.8,5,,Partially cloudy,partly-cloudy-day,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-17T11:00:00,30.2,32.6,20.8,57.1,0,0,,0,0,44.6,7.2,30,1013.1,80.2,8.2,222,0.8,2,,Partially cloudy,partly-cloudy-day,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-17T12:00:00,29.4,32.7,22.3,65.71,0,0,,0,0,45.4,18.6,126,1013.1,87.5,12.1,180,0.6,2,,Partially cloudy,partly-cloudy-day,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-17T13:00:00,30.1,34.4,23.1,66.21,0,0,,0,0,45.7,20.3,114,1012.4,84.8,12.1,192,0.7,2,,Partially cloudy,partly-cloudy-day,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-17T14:00:00,31.8,34.8,21.1,53.19,0,0,,0,0,43.2,7.6,86,1010.3,87.9,9.1,320,1.2,3,,Partially cloudy,partly-cloudy-day,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-17T15:00:00,30.7,33.7,21.5,57.96,0,0,,0,0,41.4,21.6,84,1011.1,48.2,12.1,105,0.4,1,,Partially cloudy,partly-cloudy-day,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-17T16:00:00,29.9,32.8,21.5,60.57,0,0,,0,0,37.1,18.7,86,1011.1,77,12.1,71,0.3,1,,Partially cloudy,partly-cloudy-day,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-17T17:00:00,29.1,31.3,20.8,60.83,0,0,,0,0,34.6,7.9,55,1010.1,88.6,8.2,26,0.1,0,,Partially cloudy,partly-cloudy-day,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-17T18:00:00,27.6,30.1,22.2,72.52,0,0,,0,0,31,16.2,100,1011.9,77,12.1,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-17T19:00:00,27.8,30.9,23,75.42,0,0,,0,0,29.9,12.5,93,1011.5,71.6,10,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-17T20:00:00,26.4,26.4,20.7,70.89,0,0,,0,0,29.9,4.3,27,1011.9,86.9,7.3,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-17T21:00:00,27,29.2,22,74.13,0,0,,0,0,28.1,3.6,320,1012.1,88,10,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-17T22:00:00,26.5,26.5,22.6,79.11,0,0,,0,0,25.9,15.2,96,1012.9,85.2,10,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-17T23:00:00,26.2,26.2,21.1,73.77,0,0,,0,0,24.8,4,10,1012.6,79.8,8.2,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-18T00:00:00,26.9,29.1,22,74.24,0,0,,0,0,23,0.1,356,1012.1,87.5,10,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-18T01:00:00,25.9,25.9,22.9,83.56,0,0,,0,0,20.5,12.1,55,1012.7,52.4,12.1,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-18T02:00:00,24.9,24.9,21,79.14,0,0,,0,0,20.5,3.8,327,1011,88.8,8.2,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-18T03:00:00,26.6,26.6,24.2,86.79,0,0,,0,0,19.4,6.8,59,1011.4,80.7,12.1,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-18T04:00:00,26.6,26.6,24.2,86.79,0,0,,0,0,19.4,12.8,24,1011.6,89,12.1,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-18T05:00:00,25.2,25.2,21.5,79.83,0,0,,0,0,19.8,3.7,42,1010.9,98.8,8.2,0,0,0,,Overcast,cloudy,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-18T06:00:00,25.9,25.9,22.9,83.43,0,0,,0,0,20.5,3.7,340,1011,89,10,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-18T07:00:00,25.9,25.9,22.9,83.43,0,0,,0,0,20.5,1.9,340,1012,89,10,23,0.1,0,,Partially cloudy,partly-cloudy-day,"98429099999,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-18T08:00:00,26.1,26.1,21.7,76.92,0,0,,0,0,19.4,3.7,80,1012.4,97.9,8.2,130,0.5,1,,Overcast,cloudy,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-18T09:00:00,28.5,32,23,72.21,0,0,,0,0,18.4,13.6,61,1012.7,57.7,12.1,396,1.4,4,,Partially cloudy,partly-cloudy-day,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-18T10:00:00,29.3,33,22.8,68.12,0,0,,0,0,21.2,17.2,164,1012.7,49.5,12.1,606,2.2,6,,Partially cloudy,partly-cloudy-day,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-18T11:00:00,31.1,34.5,21.8,57.95,0,0,,0,0,28.8,10.6,127,1011.7,77.9,8.2,204,0.7,2,,Partially cloudy,partly-cloudy-day,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-18T12:00:00,29.3,33.1,22.8,68.05,0,0,,0,0,34.6,15.3,84,1011.9,89,12.1,199,0.7,2,,Partially cloudy,partly-cloudy-day,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-18T13:00:00,30.9,34.9,22.5,61.18,0,0,,0,0,33.1,15.4,57,1011.1,78.1,12.1,174,0.6,2,,Partially cloudy,partly-cloudy-day,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-18T14:00:00,31.1,34.4,21.6,57.26,0,0,,0,0,33.1,4.7,46,1009.1,89.4,8.2,38,0.1,0,,Partially cloudy,partly-cloudy-day,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-18T15:00:00,30.1,33.5,22.1,62.37,0,0,,0,0,33.8,26.5,96,1009.9,48.2,12.1,21,0.1,0,,Partially cloudy,partly-cloudy-day,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-18T16:00:00,29.3,33.1,22.9,68.38,0,0,,0,0,27.7,23.1,112,1009.7,30.9,12.1,86,0.3,1,,Partially cloudy,partly-cloudy-day,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-18T17:00:00,29.3,32.9,22.7,67.68,0,0,,0,0,22.3,4.6,37,1009.4,76,8.2,24,0.1,0,,Partially cloudy,partly-cloudy-day,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-18T18:00:00,27.6,30.6,23,76.28,0,0,,0,0,19.4,15.8,102,1010.5,25.7,12.1,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-18T19:00:00,27.8,30.6,22.6,73.49,0,0,,0,0,19.1,11.3,99,1010.7,33.4,12.1,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-18T20:00:00,26.6,26.6,21.9,75.27,0,0,,0,0,19.1,4.1,90,1011.2,87.6,8.2,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-18T21:00:00,27.2,30.5,24,82.85,0,0,,0,0,18.4,6.6,94,1011.3,51,12.1,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-18T22:00:00,27,29.6,23,78.78,0,0,,0,0,16.2,3.6,320,1011,51,10,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-18T23:00:00,24.5,24.5,21.8,84.88,0,0,,0,0,13.3,3.7,92,1011.1,38.9,8.2,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-19T00:00:00,26,26,23,83.56,0,0,,0,0,12.6,5.4,136,1011,28.9,10,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-19T01:00:00,26,26,23,83.56,0,0,,0,0,12.6,5,258,1011.1,28.1,12.1,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-19T02:00:00,24.7,24.7,22.1,85.49,0,0,,0,0,12.6,3.6,34,1009.7,47.9,8.2,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-19T03:00:00,26.5,26.5,24.9,90.87,0,0,,0,0,14,6,341,1010.5,28.1,18.5,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-19T04:00:00,26.5,26.5,25.6,95.11,0,0,,0,0,14.4,7.6,331,1010.5,89,18.5,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-19T05:00:00,23.2,23.2,22,92.81,0,0,,0,0,15.5,0.4,246,1009.5,31.5,8.2,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-19T06:00:00,25.9,25.9,22.9,83.56,0,0,,0,0,15.5,6.7,15,1010.5,27.4,10,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-19T07:00:00,25.6,25.6,24,90.92,0,0,,0,0,15.1,10.3,15,1010.2,29.7,12.1,26,0.1,0,,Partially cloudy,partly-cloudy-day,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-19T08:00:00,25.3,25.3,22.6,85.07,0,0,,0,0,16.9,7.4,18,1010.8,11.5,9.1,48,0.2,0,,Clear,clear-day,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-19T09:00:00,27.5,30.9,23.6,79.15,0,0,,0,0,17.3,15.3,27,1011.1,27.4,12.1,506,1.8,5,,Partially cloudy,partly-cloudy-day,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-19T10:00:00,27.8,31,23.2,76.3,0,0,,0,0,17.3,24.6,291,1011.5,88,12.1,497,1.8,5,,Partially cloudy,partly-cloudy-day,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-19T11:00:00,29.1,32.3,22.1,66.09,0,0,,0,0,15.8,7,58,1010.2,62.3,9.1,209,0.8,2,,Partially cloudy,partly-cloudy-day,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-19T12:00:00,28.6,32.3,23.2,72.44,0,0,,0,0,17.6,30.6,311,1010.1,89,12.1,303,1.1,3,,Partially cloudy,partly-cloudy-day,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-19T13:00:00,30.1,34.6,23.3,66.9,0,0,,0,0,14.4,32.3,321,1009.9,78.1,12.1,217,0.8,2,,Partially cloudy,partly-cloudy-day,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-19T14:00:00,30.1,34.1,22.8,64.87,0.013,100,rain,0,0,12.6,4.6,57,1007.4,78.8,9.1,97,0.3,1,,"Rain, Partially cloudy",rain,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-19T15:00:00,29.4,33.6,23.3,69.85,0,0,,0,0,11.2,35.3,316,1008.1,80.7,12.1,214,0.8,2,,Partially cloudy,partly-cloudy-day,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-19T16:00:00,29.4,32.9,22.5,66.75,0,0,,0,0,9,31.7,318,1008.1,50.8,12.1,79,0.3,1,,Partially cloudy,partly-cloudy-day,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-19T17:00:00,30.5,35.8,24,68.34,0,0,,0,0,8.3,1,285,1007.2,49.7,8.2,28,0.1,0,,Partially cloudy,partly-cloudy-day,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-19T18:00:00,28.6,32.7,23.8,75.46,0,0,,0,0,7.2,27.8,302,1009.1,35.4,12.1,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-19T19:00:00,27.8,31.9,24.6,82.91,0,0,,0,0,6.1,25.7,287,1009.3,52.4,12.1,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-19T20:00:00,28.3,32.3,23.9,76.96,0.007,100,rain,0,0,6.1,3.8,288,1009,39.2,7.3,0,0,0,,"Rain, Partially cloudy",rain,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-19T21:00:00,27.7,32.4,25.4,87.1,0,0,,0,0,8.3,21.4,82,1010.5,35,12.1,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-19T22:00:00,27.2,30.8,24.7,86.31,0,0,,0,0,10.8,20.5,91,1011.5,84.8,12.1,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-19T23:00:00,26.7,26.7,23.2,81.59,0,0,,0,0,11.2,10.3,19,1009.9,89.6,7.3,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-20T00:00:00,27.1,30.3,23.8,81.99,0,0,,0,0,10.1,28,34,1011.7,84.8,12.1,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-20T01:00:00,27.1,30,23.2,79.1,0,0,,0,0,9.4,26.6,29,1011,82.3,12.1,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-20T02:00:00,25.9,25.9,23.2,85.07,0,0,,0,0,9.4,1,344,1008.9,61.9,7.3,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-20T03:00:00,27.1,30.1,23.6,80.85,0,0,,0,0,13.7,25.5,13,1009.8,80.7,12.1,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-20T04:00:00,26.4,26.4,23.2,82.76,0,0,,0,0,14.4,25.2,29,1009.8,50.8,12.1,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-20T05:00:00,25.1,25.1,22.6,86.25,0,0,,0,0,14.4,4.4,19,1008.3,59.8,7.3,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-20T06:00:00,26.4,26.4,24.8,91.07,0,0,,0,0,14.8,24.3,49,1010.2,56.3,12.1,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-20T07:00:00,26.2,26.2,24.6,91.06,0,0,,0,0,14.4,18.9,65,1011,83.5,12.1,29,0.1,0,,Partially cloudy,partly-cloudy-day,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-20T08:00:00,25.9,25.9,23.7,87.62,0,0,,0,0,15.5,7.2,35,1010.4,89,7.2,125,0.5,1,,Partially cloudy,partly-cloudy-day,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-20T09:00:00,26.2,26.2,24.6,90.96,0,0,,0,0,15.5,19,355,1013,78.1,11.4,294,1.1,3,,Partially cloudy,partly-cloudy-day,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-20T10:00:00,26,26,23.7,87.21,0,0,,0,0,15.8,16,357,1013,89,11.4,223,0.8,2,,Partially cloudy,partly-cloudy-day,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-20T11:00:00,29.7,34.1,23.3,68.43,0,0,,0,0,12.2,4.2,190,1009.6,77.2,8.2,302,1.1,3,,Partially cloudy,partly-cloudy-day,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-20T12:00:00,27.6,31.1,23.9,80.4,0,0,,0,0,10.1,16,322,1011.6,89,11.4,136,0.5,1,,Partially cloudy,partly-cloudy-day,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-20T13:00:00,28.4,32.7,24.2,78.1,0,0,,0,0,13.3,21.7,298,1010.8,80.7,12.1,180,0.6,2,,Partially cloudy,partly-cloudy-day,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-20T14:00:00,29.3,33.8,23.8,72.04,0.007,100,rain,0,0,13,7.2,229,1007.6,98.8,7.3,201,0.7,2,,"Rain, Overcast",rain,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-20T15:00:00,29.2,34,24.2,74.61,0,0,,0,0,15.1,14.4,50,1009.8,78.1,12.1,196,0.7,2,,Partially cloudy,partly-cloudy-day,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-20T16:00:00,28.9,33.3,23.9,74.17,0,0,,0,0,13,17.2,111,1009.8,50,12.1,101,0.4,1,,Partially cloudy,partly-cloudy-day,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-20T17:00:00,29.8,34.5,23.7,69.73,0,0,,0,0,12.6,7.7,175,1007.7,77,8.2,30,0.1,0,,Partially cloudy,partly-cloudy-day,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-20T18:00:00,27.2,30.4,24,82.75,0,0,,0,0,10.1,11.5,101,1010.8,47.5,12.1,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-20T19:00:00,27.4,30.9,24.2,82.87,0,0,,0,0,9,10.3,100,1011.6,61.4,12.1,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-20T20:00:00,26.4,26.4,23.1,82.25,0,0,,0,0,10.4,4.2,196,1009.8,77,7.3,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-20T21:00:00,26.8,29.8,24.4,86.81,0,0,,0,0,9.7,8.8,109,1012.4,30.9,12.1,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-20T22:00:00,27,29.7,23.2,79.79,0,0,,0,0,9,10.1,113,1013.4,38.7,12.1,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-20T23:00:00,26.1,26.1,22.7,81.54,0,0,,0,0,9,0.7,126,1010.9,76.8,7.3,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-21T00:00:00,27,29.6,23,78.77,0,0,,0,0,9.4,9.4,114,1013.6,86,10,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-21T01:00:00,27,29.5,22.9,78.57,0,0,,0,0,10.1,9.1,89,1012.8,78.1,12.1,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
