name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"14.6689,121.0277",2025-01-25T17:00:00,31.6,36.6,23.3,61.8,0,0,,0,0,11.9,3.9,279,1007.4,77.3,8.2,36,0.1,0,,Partially cloudy,partly-cloudy-day,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-25T18:00:00,29.4,32.9,22.5,66.75,0,0,,0,0,9.4,14.6,117,1008.9,24.4,12.1,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-25T19:00:00,28.3,31,21.9,68.01,0,0,,0,0,5.8,16,107,1009.9,24.4,12.1,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-25T20:00:00,27.1,29.5,22.3,74.98,0,0,,0,0,11.9,4.5,93,1009.5,47.1,8.2,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-25T21:00:00,27.9,30.6,22,70.18,0,0,,0,0,13.7,16.3,128,1010.8,51,12.1,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-25T22:00:00,27.7,30.9,23.1,75.69,0,0,,0,0,13.7,15.1,104,1011.1,88,12.1,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-25T23:00:00,26.2,26.2,20.7,71.92,0,0,,0,0,13,7,63,1010.6,39.6,8.2,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-26T00:00:00,27.6,29.9,21.8,70.84,0,0,,0,0,13,14.1,263,1011.7,52.4,12.1,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-26T01:00:00,27.6,30.3,22.6,74.23,0,0,,0,0,13.3,12.8,42,1010.9,47.1,12.1,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-26T02:00:00,23.9,23.9,21.3,85.36,0.003,100,rain,0,0,13.3,3.8,50,1010.2,30.9,8.2,0,0,0,,"Rain, Partially cloudy",rain,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-26T03:00:00,26.4,26.4,24.8,90.97,0,0,,0,0,14,12.7,42,1010.5,27.4,12.1,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-26T04:00:00,25.9,25.9,24.4,90.94,0,0,,0,0,13.7,12.1,293,1011.7,50,12.1,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-26T05:00:00,24.9,24.9,22,83.86,0,0,,0,0,14.8,3.7,52,1010.1,89.9,8.2,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-26T06:00:00,26.6,26.6,25,90.98,0,0,,0,0,15.8,12.9,304,1010.5,86,10.6,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-26T07:00:00,25.4,25.4,24.5,95.08,0,0,,0,0,16.2,13.1,288,1010.8,88,11.4,26,0.1,0,,Partially cloudy,partly-cloudy-day,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-26T08:00:00,25.5,25.5,22.6,84.11,0,0,,0,0,16.9,3.9,21,1011.7,12,8.2,63,0.2,1,,Clear,clear-day,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-26T09:00:00,27.9,31.8,23.9,78.79,0,0,,0,0,19.1,5.5,350,1012,28.9,10,410,1.5,4,,Partially cloudy,partly-cloudy-day,"98429099999,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-26T10:00:00,27,29.6,22.9,78.31,0,0,,0,0,21.2,7.7,272,1012,50,10,358,1.3,4,,Partially cloudy,partly-cloudy-day,"98429099999,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-26T11:00:00,29.8,33.1,22.1,63.42,0,0,,0,0,21.6,4,43,1011.3,49.5,8.2,635,2.3,6,,Partially cloudy,partly-cloudy-day,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-26T12:00:00,28.6,32.7,23.8,75.19,0,0,,0,0,20.9,16.3,302,1011.9,51,12.1,500,1.8,5,,Partially cloudy,partly-cloudy-day,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-26T13:00:00,30.1,33.3,21.8,60.87,0,0,,0,0,20.2,20.5,127,1010.9,30.9,12.1,526,1.9,5,,Partially cloudy,partly-cloudy-day,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-26T14:00:00,31,34.9,22.3,59.82,0,0,,0,0,22,7.6,9,1008.2,95,7.3,339,1.2,3,,Overcast,cloudy,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-26T15:00:00,30.1,33.5,22.1,62.22,0,0,,0,0,21.2,16.4,121,1009.3,50.8,12.1,126,0.5,1,,Partially cloudy,partly-cloudy-day,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-26T16:00:00,29.4,32.6,22.1,64.96,0,0,,0,0,20.5,15.7,105,1008.5,50,12.1,101,0.4,1,,Partially cloudy,partly-cloudy-day,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-26T17:00:00,29.8,31.3,19.4,53.54,0,0,,0,0,20.5,7.6,56,1007.9,57.4,8.2,38,0.1,0,,Partially cloudy,partly-cloudy-day,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-26T18:00:00,28.6,31.3,21.7,66.59,0,0,,0,0,21.6,14,99,1007.8,24.4,12.1,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-26T19:00:00,27.8,30.9,23,75.42,0,0,,0,0,23.4,12.5,134,1009.4,49.5,12.1,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-26T20:00:00,25.6,25.6,19.8,70.32,0,0,,0,0,23.8,1,111,1010,11.4,7.3,0,0,0,,Clear,clear-night,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-26T21:00:00,27.2,29.3,21.6,71.71,0,0,,0,0,21.6,13.6,93,1010.4,27.4,12.1,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-26T22:00:00,26.6,26.6,23.4,82.78,0,0,,0,0,18.7,9.4,86,1010.3,26.9,12.1,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-26T23:00:00,23.3,23.3,19.5,79.59,0,0,,0,0,14.8,0.6,94,1010.7,11.5,8.2,0,0,0,,Clear,clear-night,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-27T00:00:00,25.7,25.7,22.6,82.87,0,0,,0,0,13.7,10.2,82,1011.3,49.5,18.5,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-27T01:00:00,27.6,31.1,23.7,79.26,0,0,,0,0,15.8,6.7,6,1009.8,40.3,12.1,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-27T02:00:00,22.3,22.3,19.8,85.88,0,0,,0,0,16.9,0.4,346,1009.5,10.8,7.3,0,0,0,,Clear,clear-night,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-27T03:00:00,26.4,26.4,23.3,82.96,0,0,,0,0,16.6,6,351,1008.6,40.3,12.1,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-27T04:00:00,24.9,24.9,20.9,78.61,0,0,,0,0,17.3,3.6,319,1009,87.5,10,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-27T05:00:00,23,23,19.7,81.64,0,0,,0,0,18,3.7,19,1009.7,77.6,7.3,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-27T06:00:00,24.9,24.9,20,74.02,0,0,,0,0,19.1,7.5,18,1010,49.5,10,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-27T07:00:00,26.5,26.5,22.6,79.2,0,0,,0,0,19.1,6.7,336,1010.6,55.3,12.1,36,0.1,0,,Partially cloudy,partly-cloudy-day,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-27T08:00:00,23.3,23.3,21.1,87.69,0,0,,0,0,20.5,3.7,80,1011.9,59.2,8.2,63,0.2,1,,Partially cloudy,partly-cloudy-day,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-27T09:00:00,26.9,29.2,22.2,75.38,0,0,,0,0,25.9,9.7,9,1012.1,50.8,12.1,372,1.3,4,,Partially cloudy,partly-cloudy-day,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-27T10:00:00,27,28.9,21.4,71.48,0,0,,0,0,28.1,13.5,21,1012.3,89,12.1,129,0.5,1,,Partially cloudy,partly-cloudy-day,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-27T11:00:00,28.6,29.6,18.4,54.25,0,0,,0,0,27.7,4,94,1011.8,85.5,8.2,220,0.8,2,,Partially cloudy,partly-cloudy-day,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-27T12:00:00,27.8,30.1,21.5,68.62,0,0,,0,0,25.9,17.9,291,1011.5,89,11.4,487,1.8,5,,Partially cloudy,partly-cloudy-day,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-27T13:00:00,28.5,31.1,21.6,65.96,0,0,,0,0,25.2,9.2,287,1010.5,50,12.1,445,1.6,4,,Partially cloudy,partly-cloudy-day,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-27T14:00:00,30.3,31.3,18.3,48.42,0,0,,0,0,24.5,7.4,278,1008.8,48.2,8.2,108,0.4,1,,Partially cloudy,partly-cloudy-day,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-27T15:00:00,30.1,32.4,20.5,56.57,0,0,,0,0,21.6,17.4,116,1009.5,30.1,12.1,329,1.2,3,,Partially cloudy,partly-cloudy-day,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-27T16:00:00,29.3,31.9,21.3,62.2,0,0,,0,0,22,18.2,118,1008.7,32.6,12.1,113,0.4,1,,Partially cloudy,partly-cloudy-day,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-27T17:00:00,29.3,30.2,18.2,51.44,0,0,,0,0,22,4.6,137,1008.8,84.6,8.2,44,0.2,0,,Partially cloudy,partly-cloudy-day,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-27T18:00:00,27.7,30,21.5,68.77,0,0,,0,0,21.6,20.4,94,1009.1,24.4,12.1,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-27T19:00:00,26.9,28.9,21.5,72.01,0,0,,0,0,21.2,16.1,97,1010.1,39,12.1,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-27T20:00:00,24.9,24.9,17.5,63.4,0,0,,0,0,20.2,4.1,27,1011.7,84.5,7.3,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-27T21:00:00,25.4,25.4,20,72,0,0,,0,0,18.7,11.4,61,1012.1,71.6,12.1,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-27T22:00:00,26.4,26.4,18.8,63.34,0,0,,0,0,17.6,10,7,1012.8,53.6,12.1,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-27T23:00:00,22.8,22.8,19.1,79.49,0,0,,0,0,16.2,0.4,79,1012.8,10.7,7.3,0,0,0,,Clear,clear-night,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-28T00:00:00,25.6,25.6,18.9,66.38,0,0,,0,0,16.6,7.4,6,1013.1,35,12.1,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-28T01:00:00,25,25,19.8,72.93,0,0,,0,0,16.6,6.4,355,1012.1,35,12.1,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-28T02:00:00,21.5,21.5,18.9,84.71,0,0,,0,0,17.3,0.1,5,1012,10.7,7.3,0,0,0,,Clear,clear-night,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-28T03:00:00,25.2,25.2,19.5,70.41,0,0,,0,0,19.4,7.6,322,1011.1,29.7,12.1,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-28T04:00:00,25.2,25.2,19.5,70.41,0,0,,0,0,19.8,8.3,322,1011.6,32.6,12.1,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-28T05:00:00,20.6,20.6,18.2,86.05,0,0,,0,0,19.8,1,358,1012.3,32.2,7.3,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-28T06:00:00,25,25,20.8,77.28,0,0,,0,0,19.4,12.1,2,1011.2,27.4,18.5,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-28T07:00:00,25,25,22.6,86.65,0,0,,0,0,19.4,8.7,293,1012.4,28.1,12.1,38,0.1,0,,Partially cloudy,partly-cloudy-day,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-28T08:00:00,22.4,22.4,20.8,90.82,0,0,,0,0,32.4,3.6,71,1013.7,86.9,7.3,96,0.3,1,,Partially cloudy,partly-cloudy-day,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-28T09:00:00,26.4,26.4,21.6,75.29,0,0,,0,0,23,9.3,323,1013.2,42.8,12.1,372,1.3,4,,Partially cloudy,partly-cloudy-day,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-28T10:00:00,26.6,26.6,21.5,73.58,0,0,,0,0,31.7,9.6,52,1013.4,21.6,12.1,242,0.9,2,,Partially cloudy,partly-cloudy-day,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-28T11:00:00,27.8,29.1,19.2,59.66,0,0,,0,0,34.2,3.9,21,1014,87.5,7.3,169,0.6,2,,Partially cloudy,partly-cloudy-day,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-28T12:00:00,27.8,30.1,21.5,68.73,0,0,,0,0,37.1,14,303,1012.8,49.5,11.4,235,0.8,2,,Partially cloudy,partly-cloudy-day,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-28T13:00:00,27.1,28.9,20.9,69.11,0,0,,0,0,37.4,14.1,280,1011.8,77,11.4,279,1,3,,Partially cloudy,partly-cloudy-day,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-28T14:00:00,29.7,30.9,18.8,51.89,0,0,,0,0,38.2,3.9,76,1011.6,89.9,7.3,271,1,3,,Partially cloudy,partly-cloudy-day,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-28T15:00:00,29.3,32,21.3,62.05,0,0,,0,0,35.6,13.5,79,1010.8,79.5,12.1,95,0.3,1,,Partially cloudy,partly-cloudy-day,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-28T16:00:00,29.3,31.5,20.6,59.26,0,0,,0,0,33.8,13.6,66,1010.6,30.1,12.1,142,0.5,1,,Partially cloudy,partly-cloudy-day,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-28T17:00:00,28.6,29.8,19,56.39,0,0,,0,0,31,4.5,109,1011.5,96.9,8.2,28,0.1,0,,Overcast,cloudy,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-28T18:00:00,27.8,30.4,22.2,71.9,0,0,,0,0,27.7,12.3,102,1011.4,28.1,12.1,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-28T19:00:00,27,28.4,19.9,65.13,0,0,,0,0,25.2,17.7,108,1012.2,25.5,18.5,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-28T20:00:00,24.5,24.5,19.2,72.68,0,0,,0,0,23.4,4.2,174,1013.9,94.3,7.3,0,0,0,,Overcast,cloudy,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-28T21:00:00,26.2,26.2,19.7,67.6,0,0,,0,0,23,13.6,114,1013.1,33.4,18.5,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-28T22:00:00,26.9,28.6,20.8,69.35,0,0,,0,0,21.2,9.4,107,1014.1,32.3,18.7,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,RPLL,E0758"
"14.6689,121.0277",2025-01-28T23:00:00,23,23,19.8,81.88,0,0,,0,0,20.9,4,72,1015.4,11.3,7.3,0,0,0,,Clear,clear-night,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-29T00:00:00,25.6,25.6,22.4,82.66,0,0,,0,0,21.6,10.1,87,1015.3,21.6,18.5,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-29T01:00:00,26.1,26.1,23.2,84.23,0,0,,0,0,22.7,10.5,71,1014,29.7,12.1,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-29T02:00:00,22.2,22.2,20.1,87.89,0,0,,0,0,23,0.3,74,1014.3,52,7.3,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-29T03:00:00,24.9,24.9,20.9,78.49,0,0,,0,0,23.8,8,300,1013.2,78.1,12.1,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-29T04:00:00,26.2,26.2,23.1,82.83,0,0,,0,0,24.8,11.9,331,1012.9,89,12.1,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-29T05:00:00,23.9,23.9,20.2,79.67,0,0,,0,0,25.9,4.2,66,1013.6,89.8,7.3,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-29T06:00:00,26,26,22.1,78.94,0,0,,0,0,26.3,12,316,1013.4,75.4,12.1,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-29T07:00:00,24.9,24.9,19.9,73.79,0,0,,0,0,27.7,7.7,19,1015,89,9.9,16,0.1,0,,Partially cloudy,partly-cloudy-day,"98429099999,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-29T08:00:00,24.9,24.9,19.9,73.65,0,0,,0,0,33.8,7.2,83,1015.5,89.9,8.2,103,0.4,1,,Partially cloudy,partly-cloudy-day,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-29T09:00:00,26.9,28.7,20.9,69.51,0,0,,0,0,40.7,7.8,69,1016,89,9.9,155,0.6,2,,Partially cloudy,partly-cloudy-day,"98429099999,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-29T10:00:00,28,30.8,22.4,71.76,0,0,,0,0,47.5,11.4,11,1015,68.9,12.1,239,0.9,2,,Partially cloudy,partly-cloudy-day,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-29T11:00:00,28.3,30.1,20.2,61.35,0,0,,0,0,28.8,7.2,66,1014.9,43.8,8.2,165,0.6,2,,Partially cloudy,partly-cloudy-day,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-29T12:00:00,29.3,32,21.3,62.14,0,0,,0,0,50.4,11.1,74,1013.8,89,12.1,209,0.8,2,,Partially cloudy,partly-cloudy-day,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-29T13:00:00,29,31.3,20.9,61.86,0,0,,0,0,51.1,8.4,261,1012.8,78.1,12.1,295,1.1,3,,Partially cloudy,partly-cloudy-day,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-29T14:00:00,29.1,31,20.1,58.46,0,0,,0,0,32.4,7.5,66,1012.1,90,8.2,245,0.9,2,,Partially cloudy,partly-cloudy-day,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-29T15:00:00,29.3,31.7,21,61.01,0,0,,0,0,47.2,18.9,105,1011.1,78.1,12.1,212,0.8,2,,Partially cloudy,partly-cloudy-day,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-29T16:00:00,29.3,30.9,19.5,55.49,0,0,,0,0,44.6,26.7,46,1010.8,80.7,12.1,81,0.3,1,,Partially cloudy,partly-cloudy-day,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-29T17:00:00,27.9,29.3,19.4,59.9,0,0,,0,0,43.9,11.7,87,1011.6,79.3,8.2,35,0.1,0,,Partially cloudy,partly-cloudy-day,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-29T18:00:00,27.5,29.3,20.5,65.48,0,0,,0,0,42.1,30.1,70,1011.6,28.1,12.1,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-29T19:00:00,26.7,28.3,20.5,68.57,0,0,,0,0,40.7,35.1,60,1012.4,25.5,12.1,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-29T20:00:00,25.2,25.2,19.2,69.08,0,0,,0,0,36.4,4.4,3,1013.2,76.3,7.3,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-29T21:00:00,25.9,25.9,20.5,71.84,0,0,,0,0,34.2,20.5,49,1012.9,24.4,12.1,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-29T22:00:00,25.7,25.7,20.3,71.8,0,0,,0,0,34.6,20,33,1012.9,26.9,12.1,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-29T23:00:00,24.7,24.7,18.9,70.13,0,0,,0,0,39.2,3.9,40,1013.4,40.4,8.2,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-30T00:00:00,26.4,26.4,19.8,67.08,0,0,,0,0,39.2,12.2,7,1013.3,84.8,12.1,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-30T01:00:00,26.6,26.6,19.7,65.98,0,0,,0,0,38.9,65.7,24,1012.5,84.8,12.1,0,0,0,,Partially cloudy,wind,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-30T02:00:00,24.7,24.7,19.1,71.22,0,0,,0,0,37.8,0.7,6,1011.8,53.1,7.3,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-30T03:00:00,25.9,25.9,19,65.54,0,0,,0,0,32,7.7,10,1011.1,89,10,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-30T04:00:00,26.4,26.4,19.3,65.08,0,0,,0,0,30.6,15.5,34,1011.1,48.2,12.1,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-30T05:00:00,24.7,24.7,18.9,70.05,0,0,,0,0,33.5,7.5,48,1011.6,89.7,8.2,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-30T06:00:00,26.4,26.4,20.9,71.91,0,0,,0,0,31.3,12.2,37,1011.6,70.1,12.1,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-30T07:00:00,26.4,26.4,20.9,71.82,0,0,,0,0,31,13.4,5,1011.4,70.1,12.1,34,0.1,0,,Partially cloudy,partly-cloudy-day,"98429099999,C6CX3,98327099999,RPLL,E0758"
