,name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
2398,"14.65, 121.05",2021-07-26,32.0,27.7,29.3,40.6,32.4,35.6,25.6,80.8,6.0,100.0,8.33,rain,0.0,0.0,59.4,37.1,239.0,1005.6,75.4,9.4,143.8,12.4,6,,2021-07-26T05:37:31,2021-07-26T18:27:05,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"98429099999,C6CX3,98428099999,RPLL,C6BR3,98430099999,F0027,98433099999,E0758,98425099999"
2399,"14.65, 121.05",2021-07-27,31.0,27.0,28.6,39.1,30.9,34.5,25.7,84.6,16.4,100.0,20.83,rain,0.0,0.0,57.6,35.3,238.7,1003.8,86.9,9.6,65.2,5.6,4,,2021-07-27T05:37:46,2021-07-27T18:26:49,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"98429099999,C6CX3,98428099999,RPLL,C6BR3,98430099999,98433099999,E0758,98425099999"
2400,"14.65, 121.05",2021-07-28,29.0,25.0,27.0,36.8,25.0,29.6,25.3,91.0,35.0,100.0,29.17,rain,0.0,0.0,55.1,35.6,244.0,1005.0,98.0,8.6,39.6,3.3,2,,2021-07-28T05:38:02,2021-07-28T18:26:31,0.63,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"98429099999,C6CX3,98327099999,98428099999,RPLL,C6BR3,98430099999,98433099999,E0758,98425099999"
2401,"14.65, 121.05",2021-07-29,28.8,24.4,26.8,34.9,24.4,29.7,25.3,92.0,11.8,100.0,20.83,rain,0.0,0.0,52.2,28.0,246.9,1007.5,93.9,8.9,76.5,6.6,3,,2021-07-29T05:38:17,2021-07-29T18:26:13,0.66,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"98432099999,98429099999,C6CX3,98428099999,RPLL,98430099999,F0027,98433099999,E0758,98425099999"
2402,"14.65, 121.05",2021-07-30,32.0,25.2,28.8,40.6,25.2,33.9,25.1,81.3,6.2,100.0,8.33,rain,0.0,0.0,49.0,70.6,218.8,1008.8,82.0,10.9,122.1,10.5,5,,2021-07-30T05:38:32,2021-07-30T18:25:53,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"98432099999,98429099999,C6CX3,98428099999,RPLL,C6BR3,98430099999,98433099999,E0758,98425099999"
2403,"14.65, 121.05",2021-07-31,32.0,26.0,28.8,40.6,26.0,33.8,25.1,80.7,8.8,100.0,20.83,rain,0.0,0.0,50.4,51.8,245.4,1009.4,81.8,10.8,153.1,13.0,5,,2021-07-31T05:38:46,2021-07-31T18:25:33,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"98432099999,98429099999,C6CX3,98428099999,RPLL,C6BR3,98430099999,98433099999,E0758,98425099999"
2404,"14.65, 121.05",2021-08-01,33.0,25.7,29.4,40.6,25.7,35.3,25.3,79.1,5.0,100.0,8.33,rain,0.0,0.0,56.9,35.3,238.3,1006.4,62.7,9.8,181.5,15.9,6,,2021-08-01T05:39:01,2021-08-01T18:25:11,0.76,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"98429099999,C6CX3,98428099999,RPLL,C6BR3,98430099999,F0027,98433099999,E0758,98425099999"
2405,"14.65, 121.05",2021-08-02,33.0,27.5,29.4,42.1,30.8,35.3,25.1,78.0,0.1,100.0,4.17,rain,0.0,0.0,61.2,40.0,227.3,1006.4,72.1,10.0,131.8,11.4,5,,2021-08-02T05:39:15,2021-08-02T18:24:49,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"98429099999,C6CX3,98428099999,RPLL,C6BR3,98430099999,F0027,98433099999,E0758,98425099999"
2406,"14.65, 121.05",2021-08-03,32.0,27.0,29.4,40.6,31.2,35.6,25.6,80.2,14.0,100.0,12.5,rain,0.0,0.0,57.6,46.4,218.6,1007.1,84.3,10.3,122.5,10.5,5,,2021-08-03T05:39:28,2021-08-03T18:24:26,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"98429099999,C6CX3,98428099999,RPLL,C6BR3,98430099999,F0027,98433099999,E0758,98425099999"
2407,"14.65, 121.05",2021-08-04,33.0,27.7,29.9,42.1,31.4,36.4,25.5,77.6,0.4,100.0,4.17,rain,0.0,0.0,55.8,35.3,232.5,1007.0,72.2,9.6,177.4,15.3,7,,2021-08-04T05:39:41,2021-08-04T18:24:02,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"98429099999,C6CX3,98428099999,RPLL,C6BR3,98430099999,98433099999,E0758,98425099999"
2408,"14.65, 121.05",2021-08-05,32.0,28.0,29.3,40.6,32.7,35.3,25.4,79.6,1.0,100.0,8.33,rain,0.0,0.0,61.9,32.7,216.0,1007.9,72.9,9.8,154.5,13.3,6,,2021-08-05T05:39:54,2021-08-05T18:23:37,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"98429099999,C6CX3,98428099999,RPLL,C6BR3,98430099999,98433099999,E0758,98425099999"
2409,"14.65, 121.05",2021-08-06,33.0,27.0,29.4,43.8,30.6,35.5,25.4,78.8,1.0,100.0,8.33,rain,0.0,0.0,56.5,46.3,234.9,1008.6,47.7,10.3,191.0,16.5,7,,2021-08-06T05:40:07,2021-08-06T18:23:12,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"98429099999,C6CX3,98428099999,RPLL,C6BR3,98430099999,remote,98433099999,E0758,98425099999"
2410,"14.65, 121.05",2021-08-07,33.0,27.4,29.8,43.8,31.4,36.4,25.7,78.7,0.0,0.0,0.0,,0.0,0.0,52.6,29.8,227.0,1009.5,51.0,10.1,187.6,16.2,6,,2021-08-07T05:40:19,2021-08-07T18:22:45,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98432099999,98429099999,C6CX3,98428099999,RPLL,C6BR3,98430099999,F0027,98433099999,E0758,98425099999"
2411,"14.65, 121.05",2021-08-08,33.0,27.4,29.6,42.1,31.6,35.7,25.3,77.7,0.0,0.0,0.0,,0.0,0.0,40.7,28.8,241.4,1010.4,47.2,10.2,182.4,15.6,6,,2021-08-08T05:40:31,2021-08-08T18:22:18,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,C6CX3,98428099999,RPLL,98430099999,F0027,98433099999,E0758,98425099999"
2412,"14.65, 121.05",2021-08-09,32.0,25.7,28.9,39.1,25.7,33.4,24.4,77.4,29.0,100.0,4.17,rain,0.0,0.0,30.2,25.9,275.7,1009.5,66.5,9.5,170.2,14.7,5,,2021-08-09T05:40:43,2021-08-09T18:21:50,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"98429099999,C6CX3,98428099999,RPLL,98430099999,F0027,98433099999,E0758,98425099999"
2413,"14.65, 121.05",2021-08-10,30.0,25.0,27.8,36.2,25.0,31.6,24.8,83.9,10.0,100.0,4.17,rain,0.0,0.0,23.8,18.4,251.8,1009.1,86.4,9.0,86.0,7.4,4,,2021-08-10T05:40:54,2021-08-10T18:21:21,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"98429099999,98428099999,RPLL,98430099999,F0027,98433099999,E0758,98425099999"
2414,"14.65, 121.05",2021-08-11,31.0,25.0,27.7,37.7,25.0,30.8,24.2,82.1,2.0,100.0,4.17,rain,0.0,0.0,20.9,20.5,264.2,1011.6,90.9,8.9,113.2,9.9,5,,2021-08-11T05:41:05,2021-08-11T18:20:51,0.09,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"98429099999,98428099999,RPLL,98430099999,F0027,98433099999,E0758,98425099999"
2415,"14.65, 121.05",2021-08-12,32.0,25.1,28.9,40.6,25.1,33.8,24.8,79.1,0.0,0.0,0.0,,0.0,0.0,13.0,13.0,321.6,1011.9,84.8,8.8,100.4,8.7,4,,2021-08-12T05:41:15,2021-08-12T18:20:21,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,98428099999,RPLL,98430099999,F0027,98433099999,E0758,98425099999"
2416,"14.65, 121.05",2021-08-13,34.0,25.9,29.3,40.6,25.9,33.5,24.2,74.9,0.4,100.0,4.17,rain,0.0,0.0,19.8,13.0,137.6,1009.7,75.0,8.3,107.3,9.2,5,,2021-08-13T05:41:25,2021-08-13T18:19:49,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"98429099999,98428099999,RPLL,98430099999,98433099999,E0758,98425099999"
2417,"14.65, 121.05",2021-08-14,35.0,24.9,28.3,41.9,24.9,32.0,24.0,78.5,18.0,100.0,8.33,rain,0.0,0.0,20.2,20.5,302.4,1009.5,70.1,7.5,111.1,9.4,6,,2021-08-14T05:41:35,2021-08-14T18:19:17,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"98429099999,98428099999,RPLL,98430099999,98433099999,E0758,98425099999"
2418,"14.65, 121.05",2021-08-15,30.6,25.7,27.3,35.6,25.7,29.8,24.2,84.0,0.4,100.0,4.17,rain,0.0,0.0,16.9,11.2,86.4,1011.2,89.8,7.0,106.7,9.0,4,,2021-08-15T05:41:45,2021-08-15T18:18:45,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"98429099999,98428099999,RPLL,98430099999,98433099999,E0758,98425099999"
2419,"14.65, 121.05",2021-08-16,33.0,24.9,29.3,39.2,24.9,33.8,24.4,75.8,0.0,0.0,0.0,,0.0,0.0,19.1,20.5,225.5,1011.7,50.8,8.6,142.0,12.2,7,,2021-08-16T05:41:54,2021-08-16T18:18:11,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,98428099999,RPLL,98430099999,F0027,98433099999,E0758,98425099999"
2420,"14.65, 121.05",2021-08-17,32.0,24.9,28.9,40.6,24.9,33.6,24.7,78.5,8.7,100.0,8.33,rain,0.0,0.0,21.6,14.8,153.4,1010.2,46.3,9.3,138.0,12.0,6,,2021-08-17T05:42:03,2021-08-17T18:17:37,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"98432099999,98429099999,98428099999,RPLL,98430099999,F0027,98433099999,E0758,98425099999"
2421,"14.65, 121.05",2021-08-18,33.0,24.9,28.7,42.1,24.9,32.6,24.7,80.1,7.0,100.0,8.33,rain,0.0,0.0,21.2,72.0,222.4,1008.5,59.8,8.6,132.6,11.5,5,,2021-08-18T05:42:11,2021-08-18T18:17:02,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"98429099999,98428099999,RPLL,98430099999,98433099999,E0758,98425099999"
2422,"14.65, 121.05",2021-08-19,32.3,24.4,28.7,39.4,24.4,33.4,24.9,80.5,3.0,100.0,4.17,rain,0.0,0.0,20.9,20.5,277.6,1008.6,78.7,8.5,167.0,14.4,5,,2021-08-19T05:42:19,2021-08-19T18:16:27,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"98432099999,98429099999,98428099999,RPLL,98430099999,98433099999,E0758,98425099999"
2423,"14.65, 121.05",2021-08-20,33.0,25.1,28.4,42.1,25.1,32.0,24.7,81.3,0.0,0.0,0.0,,0.0,0.0,21.6,13.0,289.0,1009.2,82.2,7.5,171.8,14.9,7,,2021-08-20T05:42:27,2021-08-20T18:15:51,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98432099999,98429099999,98428099999,RPLL,98430099999,98433099999,E0758,98425099999"
2424,"14.65, 121.05",2021-08-21,32.0,24.9,27.8,39.2,24.9,30.9,24.3,81.8,27.4,100.0,12.5,rain,0.0,0.0,21.2,14.8,81.3,1009.0,85.8,6.5,102.2,8.8,5,,2021-08-21T05:42:35,2021-08-21T18:15:14,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"98429099999,98428099999,RPLL,98430099999,98433099999,E0758,98425099999"
2425,"14.65, 121.05",2021-08-22,33.6,24.4,28.0,42.1,24.4,31.1,24.4,81.9,13.9,100.0,8.33,rain,0.0,0.0,22.3,22.3,277.8,1008.8,63.0,6.2,166.3,14.3,6,,2021-08-22T05:42:42,2021-08-22T18:14:37,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"98429099999,98428099999,RPLL,98430099999,98433099999,E0758,98425099999"
2426,"14.65, 121.05",2021-08-23,32.1,24.4,28.3,39.2,24.4,32.3,24.9,82.6,1.0,100.0,4.17,rain,0.0,0.0,24.5,18.4,224.1,1009.1,71.5,6.1,124.7,10.7,4,,2021-08-23T05:42:49,2021-08-23T18:13:59,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"98429099999,98428099999,RPLL,98430099999,98433099999,E0758,98425099999"
2427,"14.65, 121.05",2021-08-24,30.0,24.0,26.8,36.2,24.0,28.9,24.2,85.7,2.2,100.0,8.33,rain,0.0,0.0,20.2,16.6,249.4,1009.8,91.0,7.8,59.6,5.2,3,,2021-08-24T05:42:55,2021-08-24T18:13:20,0.55,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"98429099999,98428099999,RPLL,98430099999,98433099999,E0758,98425099999"
2428,"14.65, 121.05",2021-08-25,32.0,23.4,27.4,39.2,23.4,30.2,24.2,83.3,13.0,100.0,4.17,rain,0.0,0.0,24.1,13.0,131.7,1009.4,70.2,8.1,110.3,9.6,5,,2021-08-25T05:43:01,2021-08-25T18:12:41,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"98429099999,98428099999,RPLL,98430099999,remote,98433099999,E0758,98425099999"
2429,"14.65, 121.05",2021-08-26,31.0,24.2,27.4,37.7,24.2,30.2,24.2,83.4,15.0,100.0,4.17,rain,0.0,0.0,28.1,13.0,51.2,1009.5,71.4,9.1,99.2,8.6,7,,2021-08-26T05:43:07,2021-08-26T18:12:02,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"98429099999,98428099999,RPLL,98430099999,remote,98433099999,E0758,98425099999"
2430,"14.65, 121.05",2021-08-27,32.0,24.7,28.0,39.2,24.7,31.1,24.1,80.6,16.4,100.0,8.33,rain,0.0,0.0,28.8,14.8,35.5,1009.2,83.6,9.1,104.7,9.0,5,,2021-08-27T05:43:13,2021-08-27T18:11:22,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"98429099999,98428099999,RPLL,98430099999,98433099999,E0758,98425099999"
2431,"14.65, 121.05",2021-08-28,32.1,24.7,28.4,39.3,24.7,32.9,24.8,81.2,17.2,100.0,8.33,rain,0.0,0.0,27.0,16.6,61.1,1008.3,65.0,9.1,100.2,8.8,6,,2021-08-28T05:43:19,2021-08-28T18:10:41,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"98429099999,98428099999,RPLL,98430099999,98433099999,E0758,98425099999"
2432,"14.65, 121.05",2021-08-29,33.0,25.4,28.2,40.6,25.4,31.8,24.6,81.5,24.6,100.0,12.5,rain,0.0,0.0,23.8,14.8,28.9,1008.6,81.7,9.0,92.0,7.8,5,,2021-08-29T05:43:24,2021-08-29T18:10:00,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"98429099999,98428099999,RPLL,98430099999,98433099999,E0758,98425099999"
2433,"14.65, 121.05",2021-08-30,32.0,24.7,27.7,40.6,24.7,31.2,24.9,84.9,13.0,100.0,4.17,rain,0.0,0.0,33.5,14.8,272.4,1009.6,80.2,8.5,139.8,11.9,5,,2021-08-30T05:43:29,2021-08-30T18:09:19,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"98429099999,98428099999,RPLL,98430099999,F0027,98433099999,E0758,98425099999"
2434,"14.65, 121.05",2021-08-31,33.0,24.4,28.8,40.6,24.4,33.2,24.6,78.7,0.4,100.0,4.17,rain,0.0,0.0,17.3,11.2,124.6,1009.7,77.8,9.1,107.4,9.1,3,,2021-08-31T05:43:34,2021-08-31T18:08:37,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"98429099999,98428099999,RPLL,98430099999,98433099999,E0758,98425099999"
2435,"14.65, 121.05",2021-09-01,32.0,23.0,28.3,39.2,23.0,32.4,24.3,79.3,0.6,100.0,4.17,rain,0.0,0.0,19.8,11.2,53.9,1009.6,85.5,8.1,95.6,8.1,4,,2021-09-01T05:43:38,2021-09-01T18:07:55,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"98429099999,98428099999,RPLL,98430099999,98433099999,E0758,98425099999"
2436,"14.65, 121.05",2021-09-02,32.3,24.4,27.9,40.6,24.4,31.3,24.2,80.6,0.4,100.0,4.17,rain,0.0,0.0,23.8,24.1,297.6,1009.0,75.3,8.1,169.9,14.8,6,,2021-09-02T05:43:43,2021-09-02T18:07:12,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"98429099999,98327099999,98428099999,RPLL,98430099999,98433099999,E0758,98425099999"
2437,"14.65, 121.05",2021-09-03,32.8,24.7,28.5,39.2,24.7,32.0,23.8,76.4,68.0,100.0,4.17,rain,0.0,0.0,35.3,22.3,306.2,1008.0,63.7,8.8,197.3,17.0,7,,2021-09-03T05:43:47,2021-09-03T18:06:29,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"98432099999,98429099999,98428099999,RPLL,98430099999,98433099999,E0758,98425099999"
2438,"14.65, 121.05",2021-09-04,32.0,25.2,28.4,37.7,25.2,32.2,24.6,80.6,6.0,100.0,12.5,rain,0.0,0.0,25.9,25.9,265.8,1008.7,75.2,9.0,175.7,15.2,7,,2021-09-04T05:43:51,2021-09-04T18:05:45,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"98432099999,98429099999,98428099999,RPLL,98430099999,98433099999,E0758,98425099999"
2439,"14.65, 121.05",2021-09-05,32.8,25.9,28.8,38.6,25.9,33.4,24.7,79.2,4.0,100.0,4.17,rain,0.0,0.0,22.0,16.6,316.0,1009.0,83.3,8.7,182.3,15.8,8,,2021-09-05T05:43:55,2021-09-05T18:05:02,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"98432099999,98429099999,98327099999,98428099999,RPLL,98430099999,remote,98433099999,E0758,98425099999"
2440,"14.65, 121.05",2021-09-06,32.1,24.9,27.7,39.2,24.9,31.0,24.9,85.5,1.4,100.0,8.33,rain,0.0,0.0,23.0,20.5,333.6,1009.0,86.0,8.2,119.2,10.3,7,,2021-09-06T05:43:58,2021-09-06T18:04:18,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"98429099999,98428099999,RPLL,98430099999,98433099999,E0758,98425099999"
2441,"14.65, 121.05",2021-09-07,29.9,24.4,27.1,36.1,24.4,29.8,24.8,87.8,6.4,100.0,12.5,rain,0.0,0.0,35.3,9.6,25.6,1007.9,86.6,8.2,62.3,5.3,2,,2021-09-07T05:44:02,2021-09-07T18:03:34,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"98432099999,98429099999,98428099999,RPLL,98430099999,98433099999,E0758,98425099999"
2442,"14.65, 121.05",2021-09-08,26.2,24.4,25.0,26.2,24.4,25.0,24.1,95.4,87.0,100.0,20.83,rain,0.0,0.0,57.6,16.5,16.3,1005.2,95.6,7.1,18.8,1.7,1,,2021-09-08T05:44:05,2021-09-08T18:02:49,0.04,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"98432099999,98429099999,C6CX3,98428099999,98434099999,RPLL,98430099999,98433099999,E0758,98425099999"
2443,"14.65, 121.05",2021-09-09,32.0,24.9,28.4,39.1,24.9,32.4,24.9,82.4,0.0,0.0,0.0,,0.0,0.0,57.2,50.3,217.3,1007.1,65.3,10.0,174.5,15.3,6,,2021-09-09T05:44:08,2021-09-09T18:02:04,0.08,Partially cloudy,Partly cloudy throughout the day.,wind,"98432099999,98429099999,C6CX3,98327099999,98428099999,RPLL,C6BR3,98430099999,98433099999,E0758,98425099999"
2444,"14.65, 121.05",2021-09-10,31.0,25.1,27.4,36.5,25.1,30.1,24.6,85.5,1.6,100.0,8.33,rain,0.0,0.0,37.8,24.1,206.0,1007.6,85.6,9.8,140.3,12.1,6,,2021-09-10T05:44:12,2021-09-10T18:01:19,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"98429099999,C6CX3,98428099999,RPLL,C6BR3,98430099999,98433099999,E0758,98425099999"
2445,"14.65, 121.05",2021-09-11,30.0,25.0,26.4,36.2,25.0,28.1,24.7,90.4,70.4,100.0,25.0,rain,0.0,0.0,49.3,26.8,216.9,1008.1,97.3,9.3,48.0,4.0,2,,2021-09-11T05:44:15,2021-09-11T18:00:34,0.15,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"98432099999,98429099999,C6CX3,98428099999,RPLL,C6BR3,98430099999,98433099999,E0758,98425099999"
2446,"14.65, 121.05",2021-09-12,29.5,25.1,26.5,34.7,25.1,28.1,24.4,88.5,2.5,100.0,8.33,rain,0.0,0.0,36.4,34.2,351.7,1008.4,86.5,9.9,73.0,6.5,4,,2021-09-12T05:44:18,2021-09-12T17:59:49,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"98432099999,98429099999,C6CX3,98428099999,RPLL,C6BR3,98430099999,98433099999,E0758,98425099999"
2447,"14.65, 121.05",2021-09-13,32.0,24.2,28.2,39.2,24.2,31.6,24.5,81.3,0.9,100.0,4.17,rain,0.0,0.0,14.8,14.5,60.1,1010.3,75.9,9.8,134.0,11.4,5,,2021-09-13T05:44:21,2021-09-13T17:59:04,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"98429099999,C6CX3,98428099999,RPLL,C6BR3,98430099999,98433099999,E0758,98425099999"
2448,"14.65, 121.05",2021-09-14,35.0,24.9,29.2,42.1,24.9,33.2,24.6,77.4,0.1,100.0,4.17,rain,0.0,0.0,19.1,27.7,89.7,1011.9,50.0,10.0,133.5,11.6,6,,2021-09-14T05:44:24,2021-09-14T17:58:18,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"98432099999,98429099999,C6CX3,98428099999,RPLL,C6BR3,98430099999,98433099999,E0758,98425099999"
2449,"14.65, 121.05",2021-09-15,32.3,24.9,28.4,40.6,24.9,32.5,24.4,78.6,44.0,100.0,8.33,rain,0.0,0.0,23.8,22.3,65.5,1011.6,56.2,10.3,137.2,11.6,7,,2021-09-15T05:44:27,2021-09-15T17:57:33,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"98432099999,98429099999,C6CX3,98428099999,RPLL,C6BR3,98430099999,98433099999,E0758,98425099999"
2450,"14.65, 121.05",2021-09-16,31.8,24.7,27.9,39.1,24.7,31.9,24.9,84.3,13.7,100.0,12.5,rain,0.0,0.0,23.0,19.2,48.2,1010.1,61.8,10.1,95.8,8.2,5,,2021-09-16T05:44:29,2021-09-16T17:56:47,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"98432099999,98429099999,C6CX3,98428099999,RPLL,C6BR3,98430099999,98433099999,E0758,98425099999"
2451,"14.65, 121.05",2021-09-17,32.0,24.4,28.3,39.2,24.4,31.9,24.3,80.0,8.3,100.0,8.33,rain,0.0,0.0,28.4,44.6,115.4,1008.7,63.6,10.0,130.5,11.3,5,,2021-09-17T05:44:32,2021-09-17T17:56:01,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"98432099999,98429099999,C6CX3,98428099999,RPLL,C6BR3,98430099999,98433099999,E0758,98425099999"
2452,"14.65, 121.05",2021-09-18,33.0,25.7,29.3,42.1,25.7,34.3,24.7,77.0,0.4,100.0,4.17,rain,0.0,0.0,23.0,20.1,102.4,1009.5,60.8,10.2,104.4,9.0,5,,2021-09-18T05:44:35,2021-09-18T17:55:15,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"98432099999,98429099999,C6CX3,98428099999,RPLL,C6BR3,98430099999,98433099999,E0758,98425099999"
2453,"14.65, 121.05",2021-09-19,29.0,25.1,27.1,34.5,25.1,29.9,24.6,86.9,4.0,100.0,4.17,rain,0.0,0.0,28.8,13.1,99.7,1010.4,84.5,10.2,45.1,3.8,2,,2021-09-19T05:44:38,2021-09-19T17:54:30,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"98429099999,C6CX3,98428099999,RPLL,C6BR3,98430099999,98433099999,E0758,98425099999"
2454,"14.65, 121.05",2021-09-20,31.0,24.7,27.4,39.1,24.7,30.4,24.7,85.5,15.4,100.0,12.5,rain,0.0,0.0,27.4,16.1,350.2,1009.8,84.3,9.9,85.1,7.4,3,,2021-09-20T05:44:41,2021-09-20T17:53:44,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"98429099999,C6CX3,98428099999,RPLL,C6BR3,98430099999,remote,98433099999,E0758,98425099999"
2455,"14.65, 121.05",2021-09-21,33.0,25.1,29.2,40.6,25.1,33.3,24.6,77.5,0.6,100.0,4.17,rain,0.0,0.0,26.6,18.4,94.4,1008.7,68.0,9.9,114.5,9.9,4,,2021-09-21T05:44:44,2021-09-21T17:52:58,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"98432099999,98429099999,C6CX3,98428099999,RPLL,C6BR3,98430099999,98433099999,E0758,98425099999"
2456,"14.65, 121.05",2021-09-22,33.3,25.4,29.8,40.6,25.4,34.7,24.3,73.4,0.0,0.0,0.0,,0.0,0.0,33.1,20.5,111.7,1010.1,56.3,10.3,139.3,12.1,6,,2021-09-22T05:44:48,2021-09-22T17:52:13,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,C6CX3,98428099999,RPLL,C6BR3,98430099999,98433099999,E0758,98425099999"
2457,"14.65, 121.05",2021-09-23,34.0,25.7,29.7,42.0,25.7,34.3,24.4,74.2,26.0,100.0,4.17,rain,0.0,0.0,23.8,17.2,108.0,1011.2,61.1,10.4,127.3,11.0,6,,2021-09-23T05:44:51,2021-09-23T17:51:27,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"98432099999,98429099999,C6CX3,98428099999,RPLL,C6BR3,98430099999,98433099999,E0758,98425099999"
2458,"14.65, 121.05",2021-09-24,34.0,24.2,29.1,42.0,24.2,32.8,23.4,72.4,7.0,100.0,8.33,rain,0.0,0.0,44.6,24.4,112.4,1010.9,48.6,10.4,129.8,11.0,6,,2021-09-24T05:44:54,2021-09-24T17:50:42,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"98432099999,98429099999,C6CX3,98428099999,RPLL,C6BR3,98430099999,98433099999,E0758,98425099999"
2459,"14.65, 121.05",2021-09-25,33.0,24.2,28.8,39.3,24.2,32.9,23.9,75.7,0.0,0.0,0.0,,0.0,0.0,28.1,20.5,68.0,1009.6,57.2,10.4,128.8,11.0,7,,2021-09-25T05:44:58,2021-09-25T17:49:56,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,C6CX3,98428099999,RPLL,C6BR3,98430099999,98433099999,E0758,98425099999"
